pais_id;pais;provincia_id;provincia;campaña;tipo de tabaco;superficie_plantada;superficie_cosechada;unidad_sup_id;unidad_superficie;produccion;unidad_prod_id;unidad_produccion;rendimiento;unidad_rendimiento;precio_acopio;precio_fet;precio_total;precio_moneda_id;precio_moneda;unidad_precio
032;Argentina;66;Salta;1990/1991;virginia;14403;13107;ha;hectarea;24408884;kg;kilogramo;1862;kilogramo/hectarea;14094;9396;23490;s/d;pesos australes;pesos/kilogramos
032;Argentina;66;Salta;1990/1991;burley;248;226;ha;hectarea;304024;kg;kilogramo;1345;kilogramo/hectarea;15900;10600;26500;s/d;pesos australes;pesos/kilogramos
032;Argentina;66;Salta;1990/1991;criollo s.;493;449;ha;hectarea;537497;kg;kilogramo;1197;kilogramo/hectarea;8505;5670;14175;s/d;pesos australes;pesos/kilogramos
032;Argentina;66;Salta;1991/1992;virginia;18012;16211;ha;hectarea;22393981;kg;kilogramo;1381;kilogramo/hectarea;1.48;0.57;2.05;ARS;pesos;pesos/kilogramos
032;Argentina;66;Salta;1991/1992;burley;297;270;ha;hectarea;280316;kg;kilogramo;1038;kilogramo/hectarea;1.6;0.52;2.12;ARS;pesos;pesos/kilogramos
032;Argentina;66;Salta;1991/1992;criollo s.;442;402;ha;hectarea;357270;kg;kilogramo;889;kilogramo/hectarea;1.14;0.24;1.38;ARS;pesos;pesos/kilogramos
032;Argentina;66;Salta;1992/1993;virginia;19533;19533;ha;hectarea;28130588;kg;kilogramo;1440;kilogramo/hectarea;1.8;0.58;2.38;ARS;pesos;pesos/kilogramos
032;Argentina;66;Salta;1992/1993;burley;261;261;ha;hectarea;140771;kg;kilogramo;539;kilogramo/hectarea;1.59;0.52;2.11;ARS;pesos;pesos/kilogramos
032;Argentina;66;Salta;1992/1993;criollo s.;802;802;ha;hectarea;613256;kg;kilogramo;765;kilogramo/hectarea;1.13;0.25;1.38;ARS;pesos;pesos/kilogramos
032;Argentina;66;Salta;1993/1994;virginia;11435;9228;ha;hectarea;16352000;kg;kilogramo;1772;kilogramo/hectarea;1.14;1.17;2.31;ARS;pesos;pesos/kilogramos
032;Argentina;66;Salta;1993/1994;burley;53;5;ha;hectarea;9806;kg;kilogramo;1961;kilogramo/hectarea;0.76;1.31;2.07;ARS;pesos;pesos/kilogramos
032;Argentina;66;Salta;1993/1994;criollo s.;597;563;ha;hectarea;840613;kg;kilogramo;1493;kilogramo/hectarea;1.03;0.88;1.91;ARS;pesos;pesos/kilogramos
032;Argentina;66;Salta;1994/1995;virginia;11123;11123;ha;hectarea;19137159;kg;kilogramo;1721;kilogramo/hectarea;1.36;1.33;2.69;ARS;pesos;pesos/kilogramos
032;Argentina;66;Salta;1994/1995;burley;15;10;ha;hectarea;11765;kg;kilogramo;1177;kilogramo/hectarea;0.91;1.03;1.94;ARS;pesos;pesos/kilogramos
032;Argentina;66;Salta;1994/1995;criollo s.;800;720;ha;hectarea;1187161;kg;kilogramo;1649;kilogramo/hectarea;1.03;0.8;1.83;ARS;pesos;pesos/kilogramos
032;Argentina;66;Salta;1995/1996;virginia;13145;12940;ha;hectarea;25880785;kg;kilogramo;2000;kilogramo/hectarea;1.82;1.42;3.24;ARS;pesos;pesos/kilogramos
032;Argentina;66;Salta;1995/1996;burley;15;10;ha;hectarea;11958;kg;kilogramo;1196;kilogramo/hectarea;1.38;1.29;2.67;ARS;pesos;pesos/kilogramos
032;Argentina;66;Salta;1995/1996;criollo s.;750;700;ha;hectarea;1284818;kg;kilogramo;1835;kilogramo/hectarea;1.06;0.79;1.85;ARS;pesos;pesos/kilogramos
032;Argentina;66;Salta;1996/1997;virginia;18000;17000;ha;hectarea;33730416;kg;kilogramo;1984;kilogramo/hectarea;2.01;0.7;2.71;ARS;pesos;pesos/kilogramos
032;Argentina;66;Salta;1996/1997;burley;9;8;ha;hectarea;8081;kg;kilogramo;1010;kilogramo/hectarea;1.34;0.67;2.01;ARS;pesos;pesos/kilogramos
032;Argentina;66;Salta;1996/1997;criollo s.;240;218;ha;hectarea;422310;kg;kilogramo;1937;kilogramo/hectarea;1.03;0.63;1.66;ARS;pesos;pesos/kilogramos
032;Argentina;66;Salta;1997/1998;virginia;21400;20400;ha;hectarea;37316783;kg;kilogramo;1829;kilogramo/hectarea;1.62;0.72;2.34;ARS;pesos;pesos/kilogramos
032;Argentina;66;Salta;1997/1998;criollo s.;360;306;ha;hectarea;490270;kg;kilogramo;1602;kilogramo/hectarea;1.05;0.63;1.68;ARS;pesos;pesos/kilogramos
032;Argentina;66;Salta;1998/1999;virginia;18000;13345;ha;hectarea;24164984;kg;kilogramo;1811;kilogramo/hectarea;1.34;0.74;2.08;ARS;pesos;pesos/kilogramos
032;Argentina;66;Salta;1998/1999;criollo s.;350;321;ha;hectarea;520599;kg;kilogramo;1622;kilogramo/hectarea;0.93;0.64;1.57;ARS;pesos;pesos/kilogramos
032;Argentina;66;Salta;1999/2000;virginia;14137;12356;ha;hectarea;29564489;kg;kilogramo;2393;kilogramo/hectarea;1.13;0.73;1.86;ARS;pesos;pesos/kilogramos
032;Argentina;66;Salta;1999/2000;criollo s.;744;730;ha;hectarea;1468413;kg;kilogramo;2012;kilogramo/hectarea;0.77;0.62;1.39;ARS;pesos;pesos/kilogramos
032;Argentina;66;Salta;2000/2001;virginia;12301;12301;ha;hectarea;23286595;kg;kilogramo;1893;kilogramo/hectarea;1.18;0.84;2.02;ARS;pesos;pesos/kilogramos
032;Argentina;66;Salta;2000/2001;criollo s.;582;582;ha;hectarea;1146551;kg;kilogramo;1971;kilogramo/hectarea;0.82;0.68;1.5;ARS;pesos;pesos/kilogramos
032;Argentina;66;Salta;2001/2002;virginia;14427;14427;ha;hectarea;35912781;kg;kilogramo;2489;kilogramo/hectarea;1.95;1.15;3.1;ARS;pesos;pesos/kilogramos
032;Argentina;66;Salta;2001/2002;criollo s.;654;654;ha;hectarea;1680541;kg;kilogramo;2570;kilogramo/hectarea;1.36;1.01;2.37;ARS;pesos;pesos/kilogramos
032;Argentina;66;Salta;2002/2003;virginia;16185;14750;ha;hectarea;33799706;kg;kilogramo;2291;kilogramo/hectarea;3.81;1.72;5.53;ARS;pesos;pesos/kilogramos
032;Argentina;66;Salta;2002/2003;criollo s.;622;603;ha;hectarea;1581751;kg;kilogramo;2623;kilogramo/hectarea;2.21;1.55;3.76;ARS;pesos;pesos/kilogramos
032;Argentina;66;Salta;2003/2004;virginia;19408;18324;ha;hectarea;44390764;kg;kilogramo;2423;kilogramo/hectarea;4.1;1.6;5.7;ARS;pesos;pesos/kilogramos
032;Argentina;66;Salta;2003/2004;criollo s.;959;917;ha;hectarea;1643133;kg;kilogramo;1792;kilogramo/hectarea;2.28;1.26;3.54;ARS;pesos;pesos/kilogramos
032;Argentina;66;Salta;2004/2005;virginia;21892;20314;ha;hectarea;46944946;kg;kilogramo;2311;kilogramo/hectarea;3.85;1.49;5.34;ARS;pesos;pesos/kilogramos
032;Argentina;66;Salta;2004/2005;criollo s.;995;961;ha;hectarea;1953689;kg;kilogramo;2032;kilogramo/hectarea;2.35;1.09;3.44;ARS;pesos;pesos/kilogramos
032;Argentina;66;Salta;2005/2006;virginia;21325;19122;ha;hectarea;41035229;kg;kilogramo;2146;kilogramo/hectarea;4.17;1.73;5.9;ARS;pesos;pesos/kilogramos
032;Argentina;66;Salta;2005/2006;criollo s.;861;851;ha;hectarea;1676048;kg;kilogramo;1970;kilogramo/hectarea;3.09;1.29;4.38;ARS;pesos;pesos/kilogramos
032;Argentina;66;Salta;2006/2007;virginia;22629;20157;ha;hectarea;41076267;kg;kilogramo;2038;kilogramo/hectarea;5.07;1.97;7.05;ARS;pesos;pesos/kilogramos
032;Argentina;66;Salta;2006/2007;criollo s.;918;901;ha;hectarea;1253201;kg;kilogramo;1392;kilogramo/hectarea;3.53;1.37;4.9;ARS;pesos;pesos/kilogramos
032;Argentina;66;Salta;2007/2008;virginia;21029;18507;ha;hectarea;37707438;kg;kilogramo;2037;kilogramo/hectarea;6.18;1.9;8.08;ARS;pesos;pesos/kilogramos
032;Argentina;66;Salta;2007/2008;criollo s.;748;738;ha;hectarea;1323511;kg;kilogramo;1793;kilogramo/hectarea;4.9;1.51;6.41;ARS;pesos;pesos/kilogramos
032;Argentina;66;Salta;2008/2009;virginia;20382;20382;ha;hectarea;37531002;kg;kilogramo;1841;kilogramo/hectarea;9.32;2.22;11.54;ARS;pesos;pesos/kilogramos
032;Argentina;66;Salta;2008/2009;criollo s.;857;857;ha;hectarea;1325325;kg;kilogramo;1547;kilogramo/hectarea;6.28;1.5;7.78;ARS;pesos;pesos/kilogramos
032;Argentina;66;Salta;2009/2010;virginia;21212;20585;ha;hectarea;44982556;kg;kilogramo;2185;kilogramo/hectarea;10.11;2.36;12.48;ARS;pesos;pesos/kilogramos
032;Argentina;66;Salta;2009/2010;criollo s.;849;849;ha;hectarea;882044;kg;kilogramo;1039;kilogramo/hectarea;8.13;1.89;10.02;ARS;pesos;pesos/kilogramos
032;Argentina;66;Salta;2010/2011;virginia;22673;22673;ha;hectarea;42880645;kg;kilogramo;1891;kilogramo/hectarea;9.92;2.49;12.41;ARS;pesos;pesos/kilogramos
032;Argentina;66;Salta;2010/2011;criollo s.;497;467;ha;hectarea;626257;kg;kilogramo;1341;kilogramo/hectarea;7.15;1.78;8.93;ARS;pesos;pesos/kilogramos
032;Argentina;66;Salta;2010/2011;criollo a.;389;387;ha;hectarea;406585;kg;kilogramo;1050;kilogramo/hectarea;8.67;2.17;10.84;ARS;pesos;pesos/kilogramos
032;Argentina;66;Salta;2010/2011;k. ahumado;34;34;ha;hectarea;33129;kg;kilogramo;984;kilogramo/hectarea;11.75;2.93;14.68;ARS;pesos;pesos/kilogramos
032;Argentina;66;Salta;2011/2012;virginia;18559;18473;ha;hectarea;32038762;kg;kilogramo;1734;kilogramo/hectarea;10.6;3.04;13.64;ARS;pesos;pesos/kilogramos
032;Argentina;66;Salta;2011/2012;criollo s.;502;347;ha;hectarea;601872;kg;kilogramo;1735;kilogramo/hectarea;7.79;2.24;10.03;ARS;pesos;pesos/kilogramos
032;Argentina;66;Salta;2011/2012;criollo a.;359;234;ha;hectarea;355032;kg;kilogramo;1517;kilogramo/hectarea;9.86;2.84;12.7;ARS;pesos;pesos/kilogramos
032;Argentina;66;Salta;2012/2013;virginia;19431;19231;ha;hectarea;35654017;kg;kilogramo;1854;kilogramo/hectarea;14.54;3.76;18.3;ARS;pesos;pesos/kilogramos
032;Argentina;66;Salta;2012/2013;criollo s.;249;205;ha;hectarea;305170;kg;kilogramo;1489;kilogramo/hectarea;9.73;2.52;12.25;ARS;pesos;pesos/kilogramos
032;Argentina;66;Salta;2012/2013;criollo a.;201;198;ha;hectarea;344451;kg;kilogramo;1740;kilogramo/hectarea;11.44;2.96;14.4;ARS;pesos;pesos/kilogramos
032;Argentina;66;Salta;2013/2014;virginia;20494;19267;ha;hectarea;38786475;kg;kilogramo;2013;kilogramo/hectarea;20.17;5.17;25.34;ARS;pesos;pesos/kilogramos
032;Argentina;66;Salta;2014/2015;virginia;18891;17789;ha;hectarea;30883226;kg;kilogramo;1736;kilogramo/hectarea;18.3;5.97;24.27;ARS;pesos;pesos/kilogramos
032;Argentina;66;Salta;2015/2016;virginia;16126;13391;ha;hectarea;30955772;kg;kilogramo;2312;kilogramo/hectarea;27.25;12.05;39.3;ARS;pesos;pesos/kilogramos
032;Argentina;66;Salta;2016/2017;virginia;16859;14000.11;ha;hectarea;32330198;kg;kilogramo;2309;kilogramo/hectarea;31.52;10.85;42.38;ARS;pesos;pesos/kilogramos
032;Argentina;90;Tucumán;1986/1987;burley;8000;7200;ha;hectarea;7748546;kg;kilogramo;1076;kilogramos/hectarea;1.29;1.29;2.58;s/d;pesos australes;pesos/kilogramos
032;Argentina;90;Tucumán;1986/1987;virginia;418;s/d;ha;hectarea;616;kg;kilogramo;s/d;kilogramos/hectarea;1.06;1.06;2.12;s/d;pesos australes;pesos/kilogramos
032;Argentina;90;Tucumán;1987/1988;burley;7662;7308;ha;hectarea;5409256;kg;kilogramo;740;kilogramos/hectarea;3.93;4;7.92;s/d;pesos australes;pesos/kilogramos
032;Argentina;90;Tucumán;1988/1989;burley;7388;6152;ha;hectarea;9200106;kg;kilogramo;1495;kilogramos/hectarea;20.62;44.51;65.13;s/d;pesos australes;pesos/kilogramos
032;Argentina;90;Tucumán;1989/1990;burley;6880;5000;ha;hectarea;6770185;kg;kilogramo;1354;kilogramos/hectarea;2864.77;1909.84;4774.61;s/d;pesos australes;pesos/kilogramos
032;Argentina;90;Tucumán;1990/1991;burley;8842;7514;ha;hectarea;11086858;kg;kilogramo;1475;kilogramos/hectarea;14610;9740;24350;s/d;pesos australes;pesos/kilogramos
032;Argentina;90;Tucumán;1990/1991;virginia;14;14;ha;hectarea;21660;kg;kilogramo;1547;kilogramos/hectarea;13770;9180;22950;s/d;pesos australes;pesos/kilogramos
032;Argentina;90;Tucumán;1991/1992;burley;8780;8273;ha;hectarea;12073145;kg;kilogramo;1459;kilogramos/hectarea;1.6;0.55;2.15;ARS;pesos;pesos/kilogramos
032;Argentina;90;Tucumán;1991/1992;virginia;140;137;ha;hectarea;218039;kg;kilogramo;1592;kilogramos/hectarea;1.48;0.52;2;ARS;pesos;pesos/kilogramos
032;Argentina;90;Tucumán;1992/1993;burley;8550;4500;ha;hectarea;8462268;kg;kilogramo;1881;kilogramos/hectarea;1.74;0.57;2.31;ARS;pesos;pesos/kilogramos
032;Argentina;90;Tucumán;1992/1993;virginia;450;300;ha;hectarea;137171;kg;kilogramo;457;kilogramos/hectarea;1.74;0.56;2.3;ARS;pesos;pesos/kilogramos
032;Argentina;90;Tucumán;1993/1994;burley;6000;5000;ha;hectarea;8396136;kg;kilogramo;1679;kilogramos/hectarea;0.92;1.22;2.14;ARS;pesos;pesos/kilogramos
032;Argentina;90;Tucumán;1993/1994;virginia;70;30;ha;hectarea;94676;kg;kilogramo;3156;kilogramos/hectarea;1.17;1.21;2.38;ARS;pesos;pesos/kilogramos
032;Argentina;90;Tucumán;1994/1995;burley;5900;5300;ha;hectarea;7487978;kg;kilogramo;1413;kilogramos/hectarea;1.12;1.18;2.3;ARS;pesos;pesos/kilogramos
032;Argentina;90;Tucumán;1994/1995;virginia;70;40;ha;hectarea;53982;kg;kilogramo;1350;kilogramos/hectarea;1.16;1.33;2.49;ARS;pesos;pesos/kilogramos
032;Argentina;90;Tucumán;1995/1996;burley;6000;5095;ha;hectarea;6489660;kg;kilogramo;1274;kilogramos/hectarea;0.9;1.01;1.91;ARS;pesos;pesos/kilogramos
032;Argentina;90;Tucumán;1995/1996;virginia;70;50;ha;hectarea;65057;kg;kilogramo;1301;kilogramos/hectarea;1.09;1.34;2.43;ARS;pesos;pesos/kilogramos
032;Argentina;90;Tucumán;1996/1997;burley;6900;6300;ha;hectarea;9152391;kg;kilogramo;1453;kilogramos/hectarea;1.31;0.69;2;ARS;pesos;pesos/kilogramos
032;Argentina;90;Tucumán;1996/1997;virginia;250;200;ha;hectarea;303585;kg;kilogramo;1518;kilogramos/hectarea;1.18;0.63;1.81;ARS;pesos;pesos/kilogramos
032;Argentina;90;Tucumán;1997/1998;burley;6200;5532;ha;hectarea;8840276;kg;kilogramo;1598;kilogramos/hectarea;1.32;0.72;2.04;ARS;pesos;pesos/kilogramos
032;Argentina;90;Tucumán;1997/1998;virginia;300;170;ha;hectarea;238228;kg;kilogramo;1401;kilogramos/hectarea;1.32;0.65;1.97;ARS;pesos;pesos/kilogramos
032;Argentina;90;Tucumán;1998/1999;burley;6100;5800;ha;hectarea;11705911;kg;kilogramo;2018;kilogramos/hectarea;1.02;0.67;1.69;ARS;pesos;pesos/kilogramos
032;Argentina;90;Tucumán;1998/1999;virginia;200;140;ha;hectarea;259513;kg;kilogramo;1854;kilogramos/hectarea;1.16;0.64;1.8;ARS;pesos;pesos/kilogramos
032;Argentina;90;Tucumán;1999/2000;burley;5840;5788;ha;hectarea;9559916;kg;kilogramo;1652;kilogramos/hectarea;0.89;0.62;1.51;ARS;pesos;pesos/kilogramos
032;Argentina;90;Tucumán;1999/2000;virginia;150;98;ha;hectarea;181507;kg;kilogramo;1852;kilogramos/hectarea;1.09;0.7;1.79;ARS;pesos;pesos/kilogramos
032;Argentina;90;Tucumán;2000/2001;burley;5855;5807;ha;hectarea;9924210;kg;kilogramo;1709;kilogramos/hectarea;0.92;0.74;1.66;ARS;pesos;pesos/kilogramos
032;Argentina;90;Tucumán;2000/2001;virginia;145;93;ha;hectarea;165252;kg;kilogramo;1777;kilogramos/hectarea;1.18;0.89;2.07;ARS;pesos;pesos/kilogramos
032;Argentina;90;Tucumán;2001/2002;burley;6150;6000;ha;hectarea;12107781;kg;kilogramo;2018;kilogramos/hectarea;1.58;1.06;2.64;ARS;pesos;pesos/kilogramos
032;Argentina;90;Tucumán;2001/2002;virginia;120;110;ha;hectarea;217938;kg;kilogramo;1981;kilogramos/hectarea;1.98;1.16;3.14;ARS;pesos;pesos/kilogramos
032;Argentina;90;Tucumán;2002/2003;burley;6500;4513;ha;hectarea;9708867;kg;kilogramo;2151;kilogramos/hectarea;2.95;1.52;4.47;ARS;pesos;pesos/kilogramos
032;Argentina;90;Tucumán;2002/2003;virginia;70;70;ha;hectarea;141816;kg;kilogramo;2026;kilogramos/hectarea;3.39;1.53;4.92;ARS;pesos;pesos/kilogramos
032;Argentina;90;Tucumán;2003/2004;burley;6400;4580;ha;hectarea;9339806;kg;kilogramo;2039;kilogramos/hectarea;2.6;1.13;3.73;ARS;pesos;pesos/kilogramos
032;Argentina;90;Tucumán;2003/2004;virginia;100;70;ha;hectarea;96091;kg;kilogramo;1373;kilogramos/hectarea;3.48;1.36;4.84;ARS;pesos;pesos/kilogramos
032;Argentina;90;Tucumán;2004/2005;burley;6900;4100;ha;hectarea;8488968;kg;kilogramo;2070;kilogramos/hectarea;2.83;1.17;4;ARS;pesos;pesos/kilogramos
032;Argentina;90;Tucumán;2004/2005;virginia;100;50;ha;hectarea;94726;kg;kilogramo;1895;kilogramos/hectarea;3.73;1.44;5.17;ARS;pesos;pesos/kilogramos
032;Argentina;90;Tucumán;2005/2006;burley;5000;4500;ha;hectarea;9274390;kg;kilogramo;2061;kilogramos/hectarea;2.88;1.35;4.23;ARS;pesos;pesos/kilogramos
032;Argentina;90;Tucumán;2005/2006;virginia;100;80;ha;hectarea;166666;kg;kilogramo;2083;kilogramos/hectarea;4.16;1.73;5.89;ARS;pesos;pesos/kilogramos
032;Argentina;90;Tucumán;2006/2007;burley;4000;2000;ha;hectarea;4222906;kg;kilogramo;2111;kilogramos/hectarea;3.19;1.45;4.63;ARS;pesos;pesos/kilogramos
032;Argentina;90;Tucumán;2006/2007;virginia;100;70;ha;hectarea;143997;kg;kilogramo;2057;kilogramos/hectarea;4.57;1.78;6.35;ARS;pesos;pesos/kilogramos
032;Argentina;90;Tucumán;2007/2008;burley;3140;3035;ha;hectarea;6070406;kg;kilogramo;2000;kilogramos/hectarea;5.23;1.69;6.91;ARS;pesos;pesos/kilogramos
032;Argentina;90;Tucumán;2007/2008;virginia;91;91;ha;hectarea;182273;kg;kilogramo;2000;kilogramos/hectarea;6.19;1.9;8.09;ARS;pesos;pesos/kilogramos
032;Argentina;90;Tucumán;2008/2009;burley;3683;3628;ha;hectarea;6894107;kg;kilogramo;1900;kilogramos/hectarea;7.04;1.79;8.83;ARS;pesos;pesos/kilogramos
032;Argentina;90;Tucumán;2008/2009;virginia;83;81;ha;hectarea;154253;kg;kilogramo;1900;kilogramos/hectarea;8.85;2.1;10.95;ARS;pesos;pesos/kilogramos
032;Argentina;90;Tucumán;2009/2010;burley;4167;3951;ha;hectarea;5530327;kg;kilogramo;1400;kilogramos/hectarea;7.25;1.75;9.01;ARS;pesos;pesos/kilogramos
032;Argentina;90;Tucumán;2009/2010;virginia;72;70;ha;hectarea;101438;kg;kilogramo;1449;kilogramos/hectarea;9.18;2.15;11.32;ARS;pesos;pesos/kilogramos
032;Argentina;90;Tucumán;2010/2011;burley;3963;3894;ha;hectarea;6239308;kg;kilogramo;1602;kilogramos/hectarea;7.17;1.91;9.08;ARS;pesos;pesos/kilogramos
032;Argentina;90;Tucumán;2010/2011;virginia;50;46;ha;hectarea;73669;kg;kilogramo;1600;kilogramos/hectarea;7.17;1.8;8.97;ARS;pesos;pesos/kilogramos
032;Argentina;90;Tucumán;2010/2011;criollo argentino;5;5;ha;hectarea;8891;kg;kilogramo;1710;kilogramos/hectarea;9.23;2.31;11.54;ARS;pesos;pesos/kilogramos
032;Argentina;90;Tucumán;2011/2012;burley;3098;2980;ha;hectarea;5657974;kg;kilogramo;1899;kilogramos/hectarea;7.92;2.45;10.37;ARS;pesos;pesos/kilogramos
032;Argentina;90;Tucumán;2011/2012;virginia;74;73;ha;hectarea;23366;kg;kilogramo;320;kilogramos/hectarea;8.73;2.51;11.24;ARS;pesos;pesos/kilogramos
032;Argentina;90;Tucumán;2011/2012;criollo argentino;16;16;ha;hectarea;44813;kg;kilogramo;2829;kilogramos/hectarea;11.34;2.93;14.27;ARS;pesos;pesos/kilogramos
032;Argentina;90;Tucumán;2012/2013;burley;3059;2980;ha;hectarea;5977955;kg;kilogramo;2006;kilogramos/hectarea;10.44;2.94;13.37;ARS;pesos;pesos/kilogramos
032;Argentina;90;Tucumán;2012/2013;criollo argentino;113;111;ha;hectarea;184199;kg;kilogramo;1659;kilogramos/hectarea;11.34;2.93;14.27;ARS;pesos;pesos/kilogramos
032;Argentina;90;Tucumán;2013/2014;burley;3562;3155;ha;hectarea;5877469;kg;kilogramo;1863;kilogramos/hectarea;15.34;4.3;19.64;ARS;pesos;pesos/kilogramos
032;Argentina;90;Tucumán;2013/2014;criollo argentino;206;182;ha;hectarea;340080;kg;kilogramo;1869;kilogramos/hectarea;15.52;3.98;19.5;ARS;pesos;pesos/kilogramos
032;Argentina;90;Tucumán;2014/2015;burley;4150;3002;ha;hectarea;5996456;kg;kilogramo;1997;kilogramos/hectarea;16.11;5.79;21.9;ARS;pesos;pesos/kilogramos
032;Argentina;90;Tucumán;2014/2015;criollo argentino;140;119;ha;hectarea;250554;kg;kilogramo;2105;kilogramos/hectarea;15.91;5.18;21.09;ARS;pesos;pesos/kilogramos
032;Argentina;90;Tucumán;2015/2016;burley;3342;3338;ha;hectarea;4651359;kg;kilogramo;1393;kilogramos/hectarea;20.78;10.01;30.79;ARS;pesos;pesos/kilogramos
032;Argentina;90;Tucumán;2015/2016;virginia;1;1;ha;hectarea;733;kg;kilogramo;733;kilogramos/hectarea;31.92;14.11;46.03;ARS;pesos;pesos/kilogramos
032;Argentina;90;Tucumán;2015/2016;criollo argentino;140;140;ha;hectarea;195343;kg;kilogramo;1395;kilogramos/hectarea;22.04;9.78;31.82;ARS;pesos;pesos/kilogramos
032;Argentina;90;Tucumán;2016/2017;virginia;17.45;16.69;ha;hectarea;30806;kg;kilogramo;1846;kilogramos/hectarea;32.5;11.39;43.89;ARS;pesos;pesos/kilogramos
032;Argentina;90;Tucumán;2016/2017;burley;3589.26;3433.29;ha;hectarea;6335159;kg;kilogramo;1845;kilogramos/hectarea;23.88;9.02;32.9;ARS;pesos;pesos/kilogramos
032;Argentina;90;Tucumán;2016/2017;criollo argentino;203.8;194.94;ha;hectarea;359713;kg;kilogramo;1845;kilogramos/hectarea;24.54;8.46;33;ARS;pesos;pesos/kilogramos
032;Argentina;90;Tucumán;2016/2017;criollo misionero;62;60;ha;hectarea;110299;kg;kilogramo;1845;kilogramos/hectarea;17.39;5.4;22.79;ARS;pesos;pesos/kilogramos
